FullState,Jeweller,Address,City,StateCode,Zip
 Abbeville,G E Morgan Jeweler," 108 W Court Sq,"," Abbeville,", AL , 36310
 Abbeville,Court Square Jewelers Inc," 632 Dothan Rd,"," Abbeville,", AL , 36310
 Abbeville,John's Jewelry," 7 Grove St,"," Headland,", AL , 36345
 Auburn University,Howard's Fine Jewelry," 1147 Opelika Rd,"," Auburn,", AL , 36830
 Auburn University,Ware Jewelers," 111 S College St,"," Auburn,", AL , 36830
 Auburn University,Swanson Diamond Center," 920 Opelika Rd,"," Auburn,", AL , 36830
 Auburn,Howard's Fine Jewelry," 1147 Opelika Rd,"," Auburn,", AL , 36830
 Auburn,Ware Jewelers," 111 S College St,"," Auburn,", AL , 36830
 Auburn,Swanson Diamond Center," 920 Opelika Rd,"," Auburn,", AL , 36830
 Attalla,Attalla Pawn & Jewelry," 709 Gilbert Ferry Rd SE,"," Attalla,", AL , 35954
 Atmore,Earle's Jewelers," 119 N Main St,"," Atmore,", AL , 36502
 Atmore,State Line Pawn Shop," 300 E Church St Ste G,"," Atmore,", AL , 36502
 Atmore,Len's Jewelers," 309 Palafox St,"," Flomaton,", AL , 36441
 Atmore,Len's Jewelers," 22172 Highway 31,"," Flomaton,", AL , 36441
 Athens,Shea Leigh's Gifts At MEWS," 811 US Highway 72 W,"," Athens,", AL , 35611
 Athens,Hobbs Jewelers," 571 US Highway 72 W,"," Athens,", AL , 35611
 Athens,Bradfords Pawn & Gun," 314 S Marion St,"," Athens,", AL , 35611
 Athens,Thomas Ruth Jeweler," 27512 US Highway 72,"," Athens,", AL , 35613
 Ashland,Ann's Flowers Gifts Jewelry & Nursery," 83670 Highway 9,"," Ashland,", AL , 36251
 Ashland,Fred's Jewelry," 83670 Highway 9,"," Ashland,", AL , 36251
 Ashland,Duke's Jewelry," 60065 Highway 49,"," Lineville,", AL , 36266
 Ashland,Jewel's Place," 22719 Highway 22 E,"," Daviston,", AL , 36256
 Ashville,D R Jewelry," 243 US Highway 11,"," Springville,", AL , 35146
 Ashville,Rainbow Jewelry & Loan," 3335 Rainbow Dr,"," Rainbow City,", AL , 35906
 Ashville,Haywood Jewelers," 3354 Rainbow Dr,"," Rainbow City,", AL , 35906
 Ashville,Hbn Wholesale," 260 Wiggins St,"," Rainbow City,", AL , 35906
 Ashford,Diamondz & Pearlz Boutique," 990 Saint Johns Rd,"," Gordon,", AL , 36343
 Ashford,Zales," 900 Commons Dr,"," Dothan,", AL , 36303
 Ashford,Kay Jewelers," 900 Commons Dr Suite 301,"," Dothan,", AL , 36303
 Ashford,Marks & Morgan Jewelers," 900 Commons Dr Suite 803,"," Dothan,", AL , 36303
 Ashford,Saad Nick & Co," 3201 Montgomery Hwy Ste 1,"," Dothan,", AL , 36303
 Ashford,Wicked Scents," 142 Single St Apt 4,"," Dothan,", AL , 36303
 Ashford,Bradshaw's Manufacturing Jwlrs," 3850 W Main St # 602,"," Dothan,", AL , 36305
 Arley,Southern Wholesale Jewelers," 850 Highway 78 E,"," Jasper,", AL , 35501
 Arley,Young Jewelers," 401 19th St W,"," Jasper,", AL , 35501
 Arley,Zales," 300 Highway 78 E,"," Jasper,", AL , 35501
 Arley,Muellerhaus," 800 Shades Cliff Rd,"," Jasper,", AL , 35504
 Arlington,Lisenbe Jeweler," 25 Wilson Ave W,"," Thomasville,", AL , 36784
 Arlington,Watts Tim Jewelers," 29 Wilson Ave W,"," Thomasville,", AL , 36784
 Arlington,It's Fashion Metro," 3050 Highway 5,"," Thomasville,", AL , 36784
 Ariton,South Main Jewelers," 130 S Main St,"," Brundidge,", AL , 36010
 Ariton,Christopher's Diamond & Jewelry Salon," 2373 S US Highway 231,"," Ozark,", AL , 36360
 Ardmore,Hobbs Jewelers," 26557 Main St,"," Ardmore,", TN , 38449
 Ardmore,Uncle Sam's Pawn Shop," 8998 Hwy 53,"," Toney,", AL , 35773
 Ardmore,Moon Dust Silver," 129 Williams Rd,"," Toney,", AL , 35773
 Anniston,Kay Jewelers," 1301 Cambridge Pl,"," Anniston,", AL , 36207
 Anniston,Mike's Treasure Chest," 117 E 17th St,"," Anniston,", AL , 36201
 Anniston,Galloway Gold Pawn & Music Shop," 5730 McClellan Blvd,"," Anniston,", AL , 36206
 Anniston,Yung Lam Jewelers," 115 E 18th St,"," Anniston,", AL , 36201
 Arab,Magnolia Jewelers," 204 N Brindlee Mountain Pkwy,"," Arab,", AL , 35016
 Arab,Arab Jewelry & Pawn Shop," 50 N Main St,"," Arab,", AL , 35016
 Arab,Kingsworld Jewelry," 748 Midway Rd,"," Union Grove,", AL , 35175
 Arab,Guntersville Pawn," 12777 US Highway 431,"," Guntersville,", AL , 35976
 Annemanie,Camden Jewelry & Gifts," 47 Camden Byp,"," Camden,", AL , 36726
 Annemanie,Roy's Fine Jewelry," 30 Broad St,"," Selma,", AL , 36701
 Anderson,Magnetic and Romantic Jewelry," 2300 county road 69,"," killen,", AL , 35645
 Altoona,Boyd's Oneonta Pawn Shop," 402 2nd Ave E,"," Oneonta,", AL , 35121
 Altoona,Cargile Jewelers," 102 3rd St N,"," Oneonta,", AL , 35121
 Andalusia,Cagle Jewelers & Goldsmithing," 101 S Cotton St,"," Andalusia,", AL , 36420
 Andalusia,Christopher's Diamonds and Fine Jewelry," 156 Covington Mall,"," Andalusia,", AL , 36420
 Alton,Diamonds & Onyx Inc," 324 3rd Way,"," Pleasant Grove,", AL , 35127
 Alton,Glitz & Glam Boutique," 305 Crawford St,"," Fairfield,", AL , 35064
 Alton,Kay Jewelers," 7201 Aaron Aronov Dr Space 33,"," Fairfield,", AL , 35064
 Alpine,madina.kitsylane.com," 115 lane st,"," talladega,", AL , 35160
 Alpine,Griffin's Jewelers," 704 Battle St E,"," Talladega,", AL , 35160
 Alpine,It's Fashion Metro," 210 Haynes St,"," Talladega,", AL , 35160
 Alma,Smith Jewelers," 217 Commerce St,"," Jackson,", AL , 36545
 Allgood,Boyd's Oneonta Pawn Shop," 402 2nd Ave E,"," Oneonta,", AL , 35121
 Allgood,Cargile Jewelers," 102 3rd St N,"," Oneonta,", AL , 35121
 Allgood,Oneonta Coin Exchange," 322 1st Ave E,"," Oneonta,", AL , 35121
 Aliceville,Mc Guire's Jewelry," 407 S Jefferson St,"," Macon,", MS , 39341
 Aliceville,Dortch Enterprises Joyce Drtch," 4696 Butler Rd,"," Shuqualak,", MS , 39361
 Aliceville,Lee's Jewelry & Repair," 201 N Browder St,"," Columbus,", MS , 39702
 Alexandria,Rite Way Barber & Beauty Supplies," 11 Lenlock Shopping Ctr,"," Anniston,", AL , 36279
 Alexandria,Kay Jewelers," 1301 Cambridge Pl,"," Anniston,", AL , 36207
 Alexander City,House Jewelry Co," 119 Main St,"," Alexander City,", AL , 35010
 Alexander City,Southern Charm Jewelry A," 92 Halliana Rd,"," Alexander City,", AL , 35010
 Alexander City,Stacey's Gold Outlet," 64 Broad St,"," Alexander City,", AL , 35010
 Alexander City,Jewel's Place," 22719 Highway 22 E,"," Daviston,", AL , 36256
 Albertville,Joe's Pawn Shop," 11411 US Highway 431,"," Albertville,", AL , 35950
 Albertville,Joe's Pawn Shop," 11411 US Highway 431,"," Albertville,", AL , 35950
 Albertville,Henry J Leonard & Company," 704 Horton Rd,"," Albertville,", AL , 35950
 Albertville,El Paraiso," 918 Baltimore Ave Ste B,"," Albertville,", AL , 35950
 Albertville,Griffins Jewelers," 11611 US Highway 431,"," Albertville,", AL , 35950
 Albertville,Guntersville Pawn," 12777 US Highway 431,"," Guntersville,", AL , 35976
 Alberta,Camden Jewelry & Gifts," 47 Camden Byp,"," Camden,", AL , 36726
 Alberta,Roy's Fine Jewelry," 30 Broad St,"," Selma,", AL , 36701
 Alabaster,Paul's Diamond Ctr," 300 Colonial Promenade Pkwy Ste 300,"," Alabaster,", AL , 35007
 Alabaster,Scott's Jewelry & Pawn," 873 1st St N,"," Alabaster,", AL , 35007
 Alabaster,Paul's Diamond Center," 3582 Pelham Pkwy,"," Pelham,", AL , 35124
 Alabaster,Soleil," 2834 Pelham Pkwy Ste E,"," Pelham,", AL , 35124
 Adger,Agnew Jewelers," 311 Main St Ste 109,"," Mulga,", AL , 35118
 Akron,J & J Jewelry & Gift Shop," 1316 Main St,"," Greensboro,", AL , 36744
 Akron,J & J Jewelry & Gift Shop," 1013 Centerville St,"," Greensboro,", AL , 36744
 Akron,Tnt Coin Shop," 1212 Veterans Memorial Parkway , Tuscaloosa, AL 35404,"," Tuscaloosa,", AL , 35401
 Akron,Hudson Poole Jewelers Inc," 1111 Greensboro Ave,"," Tuscaloosa,", AL , 35401
 Addison,Mitchell Billy C Jewelry," 1 County Road 101,"," Moulton,", AL , 35650
 Addison,Wilkerson's Diamonds," 14325 Court St,"," Moulton,", AL , 35650
 Addison,Sandy's Fine Jewelry & Gifts," 11227 Al Highway 157,"," Moulton,", AL , 35650
 Addison,Jewelry Tree," 183 James Rd,"," Hartselle,", AL , 35640
 Adamsville,Agnew Jewelers," 311 Main St Ste 109,"," Mulga,", AL , 35118
 Adamsville,Diamonds & Onyx Inc," 324 3rd Way,"," Pleasant Grove,", AL , 35127
 Adamsville,Glitz & Glam Boutique," 305 Crawford St,"," Fairfield,", AL , 35064
 Abbeville,Whitlock Jewelry Store," 124 E Broad St,"," Eufaula,", AL , 36027
 Abbeville,Johnston Jewelry Store," 141 E Broad St,"," Eufaula,", AL , 36027
 Abbeville,Christopher's Diamond & Jewelry Salon," 2373 S US Highway 231,"," Ozark,", AL , 36360
 Abbeville,Harbin Jewelers," 1394 S US Highway 231 Ste 7,"," Ozark,", AL , 36360
 Abbeville,Show Gun & Pawn Inc," 1120 Andrews Ave,"," Ozark,", AL , 36360
 Abbeville,Zales," 900 Commons Dr,"," Dothan,", AL , 36303
 Brent,D & M Davis Inc," 2 Western RD,"," Woodstock,", AL , 35188
 Brent,"Elaine Davis, Independent Avon Representative"," 1712 Diane St,"," Cottondale,", AL , 35453
 Brent,J & J Jewelry & Gift Shop," 1316 Main St,"," Greensboro,", AL , 36744
 Brent,J & J Jewelry & Gift Shop," 1013 Centerville St,"," Greensboro,", AL , 36744
 Abernant,D & M Davis Inc," 2 Western RD,"," Woodstock,", AL , 35188
 Abernant,Cash America Pawn," 1030 9th Ave N,"," Bessemer,", AL , 35020
 Abernant,Coin Castle West," 700 Academy Dr,"," Bessemer,", AL , 35022
 Abernant,Zales," 4500 Katies Way,"," Bessemer,", AL , 35022
 Bremen,Southern Wholesale Jewelers," 850 Highway 78 E,"," Jasper,", AL , 35501
 Bremen,Young Jewelers," 401 19th St W,"," Jasper,", AL , 35501
 Bremen,Zales," 300 Highway 78 E,"," Jasper,", AL , 35501
 Brantley,Bonita Bell Jewelry," 70 Dicks Rd,"," Goshen,", AL , 36035
 Brantley,Jewel Box," 328 Simmons St,"," Elba,", AL , 36323
 Brantley,Nelson Gail," 1591 Caroline St,"," Elba,", AL , 36323
 Brantley,Covington Jewelers Inc," 101 E Covington Ave,"," Opp,", AL , 36467
 Booth,Bryan Jewelry," 1876 E Main St,"," Prattville,", AL , 36066
 Booth,Zales," 2324 Hilltop Farm Rd,"," Prattville,", AL , 36067
 Boykin,Camden Jewelry & Gifts," 47 Camden Byp,"," Camden,", AL , 36726
 Boykin,Roy's Fine Jewelry," 30 Broad St,"," Selma,", AL , 36701
 Boykin,Truax & Co," 125 Broad St,"," Selma,", AL , 36701
 Boykin,Gold Center," 1391 E Highland Ave Ste 137,"," Selma,", AL , 36703
 Boykin,Jewelry Kingdom," 1391 E Highland Ave,"," Selma,", AL , 36703
 Boykin,Lorch Diamond Center," 1391 E Highland Ave,"," Selma,", AL , 36703
 Bon Secour,Teela's Treasures," P O Box 64,"," Bon Secour,", AL , 36511
 Bon Secour,Diamond Jewelers," 108 E 20th Ave,"," Gulf Shores,", AL , 36542
 Bon Secour,Kay Jewelers," 3800 Gulf Shores Pkwy,"," Gulf Shores,", AL , 36542
 Bon Secour,Accessories Galore," 3400 Gulf Shores Pkwy # 234,"," Gulf Shores,", AL , 36542
 Boligee,AVON eRepresentative," 101 Holliday Cir,"," Livingston,", AL , 35470
 Boligee,It's Fashion," 965 US Highway 80 W Ste 1500,"," Demopolis,", AL , 36732
 Boligee,The Gold Mine," 306 US Highway 80 E,"," Demopolis,", AL , 36732
 Bon Air,Yourneedsrbeads.com," 25 Golden Crest Dr,"," Sylacauga,", AL , 35151
 Bon Air,Magnolia's Gift Shop," 125 N Broadway Ave,"," Sylacauga,", AL , 35150
 Bon Air,Broadway Pawn," 116 W 2nd St,"," Sylacauga,", AL , 35150
 Bon Air,Stacey's Jewelry," 103 E 3rd St,"," Sylacauga,", AL , 35150
 Bon Air,Diamond Jewelry Co," 113 N Broadway Ave,"," Sylacauga,", AL , 35150
 Boaz,King Arthur Clock & Jewelry," 10506 Al Highway 168,"," Boaz,", AL , 35957
 Boaz,Zales," 501 Elizabeth St,"," Boaz,", AL , 35957
 Boaz,Reflections By KK," 201 Elizabeth St,"," Boaz,", AL , 35957
 Boaz,Sand Mtn Pawn And Outdoors," Highway 431,"," Boaz,", AL , 35957
 Boaz,Sand Mountain Pawn," 12877 US Highway 431,"," Boaz,", AL , 35956
 Blountsville,Boyd's Oneonta Pawn Shop," 402 2nd Ave E,"," Oneonta,", AL , 35121
 Blountsville,Cargile Jewelers," 102 3rd St N,"," Oneonta,", AL , 35121
 Blountsville,Oneonta Coin Exchange," 322 1st Ave E,"," Oneonta,", AL , 35121
 Blountsville,Shirley's Fine Jewelry," 307 1st Ave E,"," Oneonta,", AL , 35121
 Birmingham,Alabama Wholesale Diamonds," 1820 Tin Valley Cir,"," Birmingham,", AL , 35235
 Birmingham,We Buy Gold," 880 Brookwood Vlg,"," Birmingham,", AL , 35209
 Birmingham,Hoover Gold Buyer," 3659 Lorna Rd,"," Birmingham,", AL , 35216
 Birmingham,Cash America Pawn," 2017 Bessemer Rd,"," Birmingham,", AL , 35208
 Birmingham,Cash World Pawn," 5354 Highway 280,"," Birmingham,", AL , 35242
 Birmingham,Cash America Pawn," 9416 Parkway E,"," Birmingham,", AL , 35206
 Black,Ezell's Jewelry," 813 E Town Ave,"," Geneva,", AL , 36340
 Black,Ingrid's Jewelers," 1 Sansbury St,"," Daleville,", AL , 36322
 Black,Jacky Jewels & Creation," 7 Vita St,"," Daleville,", AL , 36322
 Black,Gold Temptations Jewelers Exchange," 620 S Daleville Ave,"," Daleville,", AL , 36322
 Bessemer,Cash America Pawn," 1030 9th Ave N,"," Bessemer,", AL , 35020
 Bessemer,Coin Castle West," 700 Academy Dr,"," Bessemer,", AL , 35022
 Bessemer,Zales," 4500 Katies Way,"," Bessemer,", AL , 35022
 Billingsley,Edwards Jewelers," 617 2nd Ave N,"," Clanton,", AL , 35045
 Billingsley,Morlyn's," 621 2nd Ave N,"," Clanton,", AL , 35045
 Billingsley,Main Street Jewelers," 605 2nd Ave N,"," Clanton,", AL , 35045
 Berry,Alabama Pawn & Cash Inc," 308 Temple Ave N,"," Fayette,", AL , 35555
 Berry,Jewelry Bar," 417 10th St NW,"," Fayette,", AL , 35555
 Berry,Alexander's Jewelry & Gifts," 1550 Temple Ave N,"," Fayette,", AL , 35555
 Berry,Treasures," 114 Temple Ave N,"," Fayette,", AL , 35555
 Bellwood,Ingrid's Jewelers," 1 Sansbury St,"," Daleville,", AL , 36322
 Bellwood,Jacky Jewels & Creation," 7 Vita St,"," Daleville,", AL , 36322
 Bellwood,Gold Temptations Jewelers Exchange," 620 S Daleville Ave,"," Daleville,", AL , 36322
 Belle Mina,Shea Leigh's Gifts At MEWS," 811 US Highway 72 W,"," Athens,", AL , 35611
 Belle Mina,Hobbs Jewelers," 571 US Highway 72 W,"," Athens,", AL , 35611
 Belle Mina,Bradfords Pawn & Gun," 314 S Marion St,"," Athens,", AL , 35611
 Belle Mina,Thomas Ruth Jeweler," 27512 US Highway 72,"," Athens,", AL , 35613
 Bellamy,AVON eRepresentative," 101 Holliday Cir,"," Livingston,", AL , 35470
 Bellamy,It's Fashion," 965 US Highway 80 W Ste 1500,"," Demopolis,", AL , 36732
 Bellamy,The Gold Mine," 306 US Highway 80 E,"," Demopolis,", AL , 36732
 Bellamy,Jackson's On The Square," 105 N Mulberry Ave,"," Butler,", AL , 36904
 Bellamy,Kelley David," 2340 Timberlane Rd,"," Butler,", AL , 36904
 Belk,Alabama Pawn & Cash Inc," 308 Temple Ave N,"," Fayette,", AL , 35555
 Belk,Jewelry Bar," 417 10th St NW,"," Fayette,", AL , 35555
 Belk,Alexander's Jewelry & Gifts," 1550 Temple Ave N,"," Fayette,", AL , 35555
 Belk,Treasures," 114 Temple Ave N,"," Fayette,", AL , 35555
 Belk,Macee Leigh," 1151 Mount Hebron Road,"," Beaverton,", AL , 35544
 Beatrice,Fresh Produce," 1403 S Highway 21 Byp,"," Monroeville,", AL , 36460
 Beatrice,Alabama Precious Metal," 801 S Alabama Ave,"," Monroeville,", AL , 36460
 Beatrice,Johnson Jewelers," 56 E Claiborne St,"," Monroeville,", AL , 36460
 Beatrice,Hutcherson Jewelers," 23 Mayfield St,"," Monroeville,", AL , 36460
 Beatrice,Camden Jewelry & Gifts," 47 Camden Byp,"," Camden,", AL , 36726
 Beatrice,cottonwood," 118 Bruner Avenue,"," Evergreen,", AL , 36401
 Beaverton,Gold Connection," 971 US Highway 43,"," Winfield,", AL , 35594
 Beaverton,Vickie's Jewelry," 110 1st St SW,"," Hamilton,", AL , 35570
 Beaverton,Solid Gold Jewelers," 112 County Highway 1,"," Hamilton,", AL , 35570
 Beaverton,Town Square Jewelry & Gifts," 101 1st Ave SW,"," Hamilton,", AL , 35570
 Beaverton,Solid Gold Jewelers," 112 1st St SW,"," Hamilton,", AL , 35570
 Bear Creek,Gold Mine Jewelry," 1801 11th Ave,"," Haleyville,", AL , 35565
 Bear Creek,Dollar Pawn Shop," 1801 11th Ave,"," Haleyville,", AL , 35565
 Bear Creek,Jewels & Shelias," 326 Walker St,"," Hackleburg,", AL , 35564
 Bear Creek,Vickie's Jewelry," 110 1st St SW,"," Hamilton,", AL , 35570
 Bear Creek,Solid Gold Jewelers," 112 County Highway 1,"," Hamilton,", AL , 35570
 Bayou La Batre,Patrick Senna Inc," 4595 Smith Rd,"," Coden,", AL , 36523
 Bayou La Batre,Second Chance Designs," 8431 Debra Lane,"," Irvington,", AL , 36544
 Bayou La Batre,Rock N 86," 9975 Woodie Ln,"," Irvington,", AL , 36544
 Bayou La Batre,April Everette Independent Designer Origami Owl," Nationwide,"," Grand Bay,", AL , 36541
 Bayou La Batre,Gold & Diamond Exchange," 3636 Main St,"," Moss Point,", MS , 39563
 Bay Minette,Sand & Feet," 43505 Jones Rd,"," Bay Minette,", AL , 36507
 Bay Minette,Ware Jewelers," 30500 State Highway 181 Ste 316,"," Spanish Fort,", AL , 36527
 Bay Minette,Private Gallery," 30500 State Highway 181 Ste 220,"," Spanish Fort,", AL , 36527
 Bay Minette,East Bay Coin & Jewelers," 25945 State Highway 181,"," Daphne,", AL , 36526
 Bay Minette,Wade Jewelers," 27955 US Highway 98,"," Daphne,", AL , 36526
 Bankston,Alabama Pawn & Cash Inc," 308 Temple Ave N,"," Fayette,", AL , 35555
 Bankston,Jewelry Bar," 417 10th St NW,"," Fayette,", AL , 35555
 Bankston,Alexander's Jewelry & Gifts," 1550 Temple Ave N,"," Fayette,", AL , 35555
 Bankston,Treasures," 114 Temple Ave N,"," Fayette,", AL , 35555
 Bankston,Bead Shop," 25 Jackson Dr,"," Eldridge,", AL , 35554
 Banks,South Main Jewelers," 130 S Main St,"," Brundidge,", AL , 36010
 Banks,Douglas Bros Jewelry & Gift Mart," 73 W Court Sq,"," Troy,", AL , 36081
 Banks,Cash Jewelry & Pawn," 1106 Highway 231 S,"," Troy,", AL , 36081
 Banks,Newman Agency," 114 N 3 Notch St,"," Troy,", AL , 36081
 Axis,Frogmore Boutique," 306 Shelton Beach Rd,"," Saraland,", AL , 36571
 Axis,Andress Jewelry," 21 1/2 Saraland Blvd S,"," Saraland,", AL , 36571
 Axis,Andress Jewelry," 22 Saraland Blvd N,"," Saraland,", AL , 36571
 Axis,Rose Jewelry Inc," 705 Saraland Blvd S,"," Saraland,", AL , 36571
 Axis,Fine Hand Crafted Jewelry and Gemstones by MrGemStoneEyes," 1102 A Shelton Beach Road,"," Saraland,", AL , 36571
 Axis,Diva Bling," 207 Stauffer Ave,"," Saraland,", AL , 36571
 Baileyton,Magnolia Jewelers," 204 N Brindlee Mountain Pkwy,"," Arab,", AL , 35016
 Baileyton,Arab Jewelry & Pawn Shop," 50 N Main St,"," Arab,", AL , 35016
 Baileyton,Kingsworld Jewelry," 748 Midway Rd,"," Union Grove,", AL , 35175
 Baileyton,Doug Doggett Jewelers," 215 Compass Way SW,"," Cullman,", AL , 35055
 Auburn University,Private Gallery," 140 N College St # 102,"," Auburn,", AL , 36830
 Auburn University,Tanory Diamonds," 129 E Magnolia Ave,"," Auburn,", AL , 36830
 Auburn University,Marks & Morgan Jewelers," 1627-20 Opelika Rd,"," Auburn,", AL , 36830
 Auburn University,Balfour Class Ring Company," 2050 Canary Dr,"," Auburn,", AL , 36830
 Auburn University,Jewelry By Design," 590 N Dean Rd,"," Auburn,", AL , 36830
 Auburn University,Marquirette's Exquisite Jewelry," 1199 S Donahue Dr,"," Auburn,", AL , 36832
 Auburn University,"Auburn Pawn, Jewelry and Guns"," 920 Suite B Opelika Rd,"," Auburn,", AL , 36832
 Auburn,Private Gallery," 140 N College St # 102,"," Auburn,", AL , 36830
 Auburn,Tanory Diamonds," 129 E Magnolia Ave,"," Auburn,", AL , 36830
 Auburn,Marks & Morgan Jewelers," 1627-20 Opelika Rd,"," Auburn,", AL , 36830
 Auburn,Balfour Class Ring Company," 2050 Canary Dr,"," Auburn,", AL , 36830
 Auburn,Jewelry By Design," 590 N Dean Rd,"," Auburn,", AL , 36830
 Auburn,Marquirette's Exquisite Jewelry," 1199 S Donahue Dr,"," Auburn,", AL , 36832
 Auburn,"Auburn Pawn, Jewelry and Guns"," 920 Suite B Opelika Rd,"," Auburn,", AL , 36832
 Attalla,La Bella Vita Clothing And Accessories," 307 5th Ave NW,"," Attalla,", AL , 35954
 Attalla,McNair Jewelers Inc," 231 Broad St,"," Attalla,", AL , 35954
 Attalla,McNair Jewelers Inc," 231 Broad St,"," Gadsden,", AL , 35901
 Attalla,B & B Pawn & Jewelry," 1220 W Meighan Blvd,"," Gadsden,", AL , 35901
 Attalla,Off Campus Pawn & Storage LLC," 480 George Wallace Dr,"," Gadsden,", AL , 35903
 Attalla,Fourth Street Jewelers," 213 S 4th St Gadsden,"," Gadsden,", AL , 35901
 Atmore,Sand & Feet," 43505 Jones Rd,"," Bay Minette,", AL , 36507
 Atmore,Weaver's Apparel & Fine Jewelry," 115 Saint Joseph Ave,"," Brewton,", AL , 36426
 Atmore,Treasure Chest," 111 Saint Joseph Ave,"," Brewton,", AL , 36426
 Atmore,AVON INDEPENDENT SALES REPRESENTATIVE," PO. Box 767,"," Excel,", AL , 36439
 Atmore,Fresh Produce," 1403 S Highway 21 Byp,"," Monroeville,", AL , 36460
 Atmore,Alabama Precious Metal," 801 S Alabama Ave,"," Monroeville,", AL , 36460
 Athens,Osborne's Jewelers," 622 S Jefferson St,"," Athens,", AL , 35611
 Athens,JCS 14 Karat," 1113 8th Ave SE,"," Decatur,", AL , 35601
 Athens,Beltline Pawn And Jewelry," 901 Wimberly Dr SW,"," Decatur,", AL , 35603
 Athens,JV's Pawn Shop," 1815-1 6th Ave Southeast,"," Decatur,", AL , 35601
 Athens,Zales," 1801 Beltline Rd SW,"," Decatur,", AL , 35601
 Athens,Kay Jewelers," 1801 Beltline Rd SW Space A9,"," Decatur,", AL , 35601
 Athens,Jarvis," 203 Commerce Cir SW,"," Decatur,", AL , 35601
 Ashland,madina.kitsylane.com," 115 lane st,"," talladega,", AL , 35160
 Ashland,Griffin's Jewelers," 704 Battle St E,"," Talladega,", AL , 35160
 Ashland,It's Fashion Metro," 210 Haynes St,"," Talladega,", AL , 35160
 Ashland,Its Fashion Metro," 116 Haynes St,"," Talladega,", AL , 35160
 Ashland,Yourneedsrbeads.com," 25 Golden Crest Dr,"," Sylacauga,", AL , 35151
 Ashville,Haywood Jewelers," 115 W Grand Ave,"," Rainbow City,", AL , 35906
 Ashville,Boyd's Oneonta Pawn Shop," 402 2nd Ave E,"," Oneonta,", AL , 35121
 Ashville,Cargile Jewelers," 102 3rd St N,"," Oneonta,", AL , 35121
 Ashville,Oneonta Coin Exchange," 322 1st Ave E,"," Oneonta,", AL , 35121
 Ashville,Shirley's Fine Jewelry," 307 1st Ave E,"," Oneonta,", AL , 35121
 Ashville,Pell City Gold & Pawn," 760 Martin St S,,"," Pell City,", AL , 35128
 Ashford,Saads Jewelers," 3201 Montgomery Hwy Ste 1,"," Dothan,", AL , 36303
 Ashford,First Class Diamonds & Jewelry," 1230 Westgate Pkwy # 4,"," Dothan,", AL , 36303
 Ashford,Maria's Paparazzi Jewelry," 473 Berlin Rd,"," Dothan,", AL , 36301
 Ashford,Firefly Beads," 3074 Ross Clark Cir Ste 10,"," Dothan,", AL , 36301
 Ashford,Jpc," 890 W Main St # 4,"," Dothan,", AL , 36301
 Ashford,Piercing Pagoda," 900 Commons Dr Ste 205,"," Dothan,", AL , 36303
 Ashford,The Nature Gallery," 156 N Foster St,"," Dothan,", AL , 36303
 Arley,Southern Carbon Fuels Inc," 850 Highway 78 E,"," Jasper,", AL , 35501
 Arley,Vickie Hill," 850 Highway 78 E,"," Jasper,", AL , 35501
 Arley,Murray's Jewelry," 300 Highway 78 E,"," Jasper,", AL , 35501
 Arley,Gold Rush Inc," 270 S Pine Dr,"," Jasper,", AL , 35504
 Arley,Big Mak's Pawn Shop," 4502 Highway 78 E,"," Jasper,", AL , 35501
 Arley,Murray's Jewelry," 105 Highway 78 W,"," Jasper,", AL , 35501
 Arlington,It's Fashion," 3050 Old Highway 5 N,"," Thomasville,", AL , 36784
 Arlington,Camden Jewelry & Gifts," 47 Camden Byp,"," Camden,", AL , 36726
 Arlington,It's Fashion," 965 US Highway 80 W Ste 1500,"," Demopolis,", AL , 36732
 Arlington,The Gold Mine," 306 US Highway 80 E,"," Demopolis,", AL , 36732
 Arlington,Jackson's On The Square," 105 N Mulberry Ave,"," Butler,", AL , 36904
 Ariton,Harbin Jewelers," 1394 S US Highway 231 Ste 7,"," Ozark,", AL , 36360
 Ariton,Show Gun & Pawn Inc," 1120 Andrews Ave,"," Ozark,", AL , 36360
 Ariton,Michael's Jewelers," 1404 Rucker Blvd,"," Enterprise,", AL , 36330
 Ariton,Strickland's Jewelers," 1036 Boll Weevil Cir,"," Enterprise,", AL , 36330
 Ariton,Goldbench Jewelers," 646 Boll Weevil Cir,"," Enterprise,", AL , 36330
 Ariton,Pawn Express Inc," 621 Boll Weevil Cir Ste 1A,"," Enterprise,", AL , 36330
 Ardmore,True Quality Jewelry," 8 Bronte Dr,"," Taft,", TN , 38488
 Ardmore,Vida," 111 Populus Dr,"," Harvest,", AL , 35749
 Ardmore,Sprays Jewelers," 1822 Huntsville Hwy,"," Fayetteville,", TN , 37334
 Ardmore,Sabghi Jewelers," 1302 Huntsville Hwy,"," Fayetteville,", TN , 37334
 Ardmore,Joy & Company," 214 Main Ave S,"," Fayetteville,", TN , 37334
 Ardmore,Parks Jewelers," 119 Market St E,"," Fayetteville,", TN , 37334
 Anniston,Midway Pawn Shop," 1934 Front St,"," Anniston,", AL , 36201
 Anniston,Gene's Inc," 2105 Quintard Ave,"," Anniston,", AL , 36201
 Anniston,Thompsons Pawn Shop," 8149 McClellan Blvd,"," Anniston,", AL , 36206
 Anniston,Gold Post Pawn and Jewelry," 8149 McClellan Blvd,"," Anniston,", AL , 36206
